node_id,x,y,planar_owner,node_network_owner,street_count
304322883,424869.51727261394,433501.35135146615,Seed_3,Seed_3,3
21503213,425147.28752315673,433328.0921487737,Seed_3,Seed_3,3
6980686,425108.88684766256,433771.14526239084,Seed_3,Seed_3,3
303136885,425101.7687819703,433743.61426537763,Seed_3,Seed_3,3
306288670,425133.88164376037,433913.0718500818,Seed_3,Seed_3,3
306298393,425169.1695820882,433723.0130169337,Seed_3,Seed_3,3
6980690,425110.0757248654,433984.95364763844,Seed_3,Seed_3,3
303210242,425061.5124773736,433977.8294245801,Seed_3,Seed_3,3
302683927,425100.90720273374,434094.69851535314,Seed_3,Seed_3,3
6980711,424860.0083754189,434439.29930996173,Seed_3,Seed_3,3
298769380,424887.36898847757,434432.4680329469,Seed_3,Seed_3,3
298041600,424843.61710234254,434441.64923819026,Seed_3,Seed_3,3
7269933,426751.80791629123,433848.2294590869,Seed_3,Seed_3,3
11388261331,426827.91882658796,433808.6534859949,Seed_3,Seed_3,3
7269938,427351.9575034999,433636.8265467972,Seed_3,Seed_3,3
55531135,427304.9520710365,433616.5813357199,Seed_3,Seed_3,3
12110583262,427317.8334059887,433631.78799910296,Seed_3,Seed_3,3
313102480,427638.3868896106,433715.9981272005,Seed_3,Seed_3,3
7269951,427986.5507412242,433607.33113839594,Seed_3,Seed_3,3
313102555,428086.0958496515,433561.8291506242,Seed_3,Seed_3,4
7269956,428131.7078099478,433533.84134523454,Seed_3,Seed_3,3
313102557,428151.1539728899,433533.6797188028,Seed_3,Seed_3,3
313099343,428211.07091022946,433487.55356312613,Seed_3,Seed_3,3
7269957,428173.4635690205,433537.1402748893,Seed_3,Seed_3,3
7269972,428708.84200445155,433300.6663290919,Seed_3,Seed_3,3
1826295448,428743.0025734741,433289.1592783014,Seed_3,Seed_3,3
7270002,429245.2037925015,433953.6982978942,Seed_3,Seed_3,3
304898171,429242.8913478949,433889.28464691015,Seed_3,Seed_3,3
54092996,429165.46693256166,433958.9990893195,Seed_3,Seed_3,3
7270009,429268.64429285255,433980.2805592931,Seed_3,Seed_3,3
7270029,429314.84091606236,434022.6708729608,Seed_3,Seed_3,3
50773825,429235.62737265165,434041.41434493393,Seed_3,Seed_3,3
50773828,429361.31442207587,434014.3383874241,Seed_3,Seed_3,3
7270034,429285.7254044275,434068.60784001416,Seed_3,Seed_3,3
7270040,429246.9964573704,434119.5030638897,Seed_3,Seed_3,3
